qid,system,score,rank
18324,rer_bge_m3_hybrid_513_nemotron,0.0,13
18325,rer_bge_m3_hybrid_513_nemotron,1.0,1
18327,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18328,rer_bge_m3_hybrid_513_nemotron,1.0,1
18329,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18330,rer_bge_m3_hybrid_513_nemotron,1.0,1
18331,rer_bge_m3_hybrid_513_nemotron,1.0,1
18332,rer_bge_m3_hybrid_513_nemotron,1.0,1
18333,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18334,rer_bge_m3_hybrid_513_nemotron,0.5,2
18335,rer_bge_m3_hybrid_513_nemotron,1.0,1
18336,rer_bge_m3_hybrid_513_nemotron,1.0,1
18337,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18338,rer_bge_m3_hybrid_513_nemotron,1.0,1
18339,rer_bge_m3_hybrid_513_nemotron,0.5,2
18340,rer_bge_m3_hybrid_513_nemotron,1.0,1
18341,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18342,rer_bge_m3_hybrid_513_nemotron,0.5,2
18343,rer_bge_m3_hybrid_513_nemotron,1.0,1
18345,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18346,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18347,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18349,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18350,rer_bge_m3_hybrid_513_nemotron,1.0,1
18351,rer_bge_m3_hybrid_513_nemotron,0.0,49
18352,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18354,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18355,rer_bge_m3_hybrid_513_nemotron,0.0,20
18356,rer_bge_m3_hybrid_513_nemotron,1.0,1
18357,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18359,rer_bge_m3_hybrid_513_nemotron,1.0,1
18360,rer_bge_m3_hybrid_513_nemotron,1.0,1
18362,rer_bge_m3_hybrid_513_nemotron,1.0,1
18364,rer_bge_m3_hybrid_513_nemotron,1.0,1
18365,rer_bge_m3_hybrid_513_nemotron,1.0,1
18366,rer_bge_m3_hybrid_513_nemotron,1.0,1
18368,rer_bge_m3_hybrid_513_nemotron,1.0,1
18370,rer_bge_m3_hybrid_513_nemotron,1.0,1
18371,rer_bge_m3_hybrid_513_nemotron,1.0,1
18372,rer_bge_m3_hybrid_513_nemotron,1.0,1
18373,rer_bge_m3_hybrid_513_nemotron,1.0,1
18374,rer_bge_m3_hybrid_513_nemotron,1.0,1
18375,rer_bge_m3_hybrid_513_nemotron,0.2,5
18376,rer_bge_m3_hybrid_513_nemotron,1.0,1
18377,rer_bge_m3_hybrid_513_nemotron,0.0,26
18378,rer_bge_m3_hybrid_513_nemotron,1.0,1
18379,rer_bge_m3_hybrid_513_nemotron,0.2,5
18380,rer_bge_m3_hybrid_513_nemotron,1.0,1
18381,rer_bge_m3_hybrid_513_nemotron,0.2,5
18383,rer_bge_m3_hybrid_513_nemotron,0.5,2
18384,rer_bge_m3_hybrid_513_nemotron,0.0,17
18386,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18387,rer_bge_m3_hybrid_513_nemotron,1.0,1
18388,rer_bge_m3_hybrid_513_nemotron,0.5,2
18389,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18390,rer_bge_m3_hybrid_513_nemotron,0.5,2
18392,rer_bge_m3_hybrid_513_nemotron,1.0,1
18393,rer_bge_m3_hybrid_513_nemotron,0.0,10
18394,rer_bge_m3_hybrid_513_nemotron,1.0,1
18395,rer_bge_m3_hybrid_513_nemotron,1.0,1
18396,rer_bge_m3_hybrid_513_nemotron,1.0,1
18397,rer_bge_m3_hybrid_513_nemotron,1.0,1
18398,rer_bge_m3_hybrid_513_nemotron,1.0,1
18399,rer_bge_m3_hybrid_513_nemotron,1.0,1
18400,rer_bge_m3_hybrid_513_nemotron,1.0,1
18401,rer_bge_m3_hybrid_513_nemotron,1.0,1
18402,rer_bge_m3_hybrid_513_nemotron,1.0,1
18403,rer_bge_m3_hybrid_513_nemotron,1.0,1
18404,rer_bge_m3_hybrid_513_nemotron,1.0,1
18405,rer_bge_m3_hybrid_513_nemotron,1.0,1
18406,rer_bge_m3_hybrid_513_nemotron,1.0,1
18407,rer_bge_m3_hybrid_513_nemotron,0.5,2
18408,rer_bge_m3_hybrid_513_nemotron,1.0,1
18409,rer_bge_m3_hybrid_513_nemotron,1.0,1
18410,rer_bge_m3_hybrid_513_nemotron,0.0,25
18412,rer_bge_m3_hybrid_513_nemotron,1.0,1
18413,rer_bge_m3_hybrid_513_nemotron,0.5,2
18414,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18415,rer_bge_m3_hybrid_513_nemotron,1.0,1
18418,rer_bge_m3_hybrid_513_nemotron,1.0,1
18419,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18420,rer_bge_m3_hybrid_513_nemotron,0.2,5
18421,rer_bge_m3_hybrid_513_nemotron,1.0,1
18422,rer_bge_m3_hybrid_513_nemotron,0.0,12
18423,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18424,rer_bge_m3_hybrid_513_nemotron,0.25,4
18425,rer_bge_m3_hybrid_513_nemotron,1.0,1
18427,rer_bge_m3_hybrid_513_nemotron,1.0,1
18428,rer_bge_m3_hybrid_513_nemotron,1.0,1
18429,rer_bge_m3_hybrid_513_nemotron,1.0,1
18431,rer_bge_m3_hybrid_513_nemotron,1.0,1
18432,rer_bge_m3_hybrid_513_nemotron,1.0,1
18433,rer_bge_m3_hybrid_513_nemotron,1.0,1
18434,rer_bge_m3_hybrid_513_nemotron,1.0,1
18435,rer_bge_m3_hybrid_513_nemotron,1.0,1
18436,rer_bge_m3_hybrid_513_nemotron,1.0,1
18437,rer_bge_m3_hybrid_513_nemotron,1.0,1
18438,rer_bge_m3_hybrid_513_nemotron,0.0,7
18439,rer_bge_m3_hybrid_513_nemotron,1.0,1
18440,rer_bge_m3_hybrid_513_nemotron,1.0,1
18441,rer_bge_m3_hybrid_513_nemotron,1.0,1
18442,rer_bge_m3_hybrid_513_nemotron,1.0,1
18443,rer_bge_m3_hybrid_513_nemotron,1.0,1
18444,rer_bge_m3_hybrid_513_nemotron,1.0,1
18445,rer_bge_m3_hybrid_513_nemotron,1.0,1
18446,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18448,rer_bge_m3_hybrid_513_nemotron,1.0,1
18449,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18450,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18451,rer_bge_m3_hybrid_513_nemotron,1.0,1
18452,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18454,rer_bge_m3_hybrid_513_nemotron,1.0,1
18455,rer_bge_m3_hybrid_513_nemotron,1.0,1
18456,rer_bge_m3_hybrid_513_nemotron,1.0,1
18457,rer_bge_m3_hybrid_513_nemotron,0.5,2
18459,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18460,rer_bge_m3_hybrid_513_nemotron,1.0,1
18461,rer_bge_m3_hybrid_513_nemotron,1.0,1
18462,rer_bge_m3_hybrid_513_nemotron,1.0,1
18463,rer_bge_m3_hybrid_513_nemotron,1.0,1
18464,rer_bge_m3_hybrid_513_nemotron,1.0,1
18466,rer_bge_m3_hybrid_513_nemotron,0.5,2
18467,rer_bge_m3_hybrid_513_nemotron,1.0,1
18469,rer_bge_m3_hybrid_513_nemotron,1.0,1
18470,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18472,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18473,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18474,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18475,rer_bge_m3_hybrid_513_nemotron,1.0,1
18477,rer_bge_m3_hybrid_513_nemotron,0.5,2
18479,rer_bge_m3_hybrid_513_nemotron,1.0,1
18480,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18483,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18484,rer_bge_m3_hybrid_513_nemotron,1.0,1
18487,rer_bge_m3_hybrid_513_nemotron,1.0,1
18490,rer_bge_m3_hybrid_513_nemotron,1.0,1
18492,rer_bge_m3_hybrid_513_nemotron,1.0,1
18493,rer_bge_m3_hybrid_513_nemotron,1.0,1
18495,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18496,rer_bge_m3_hybrid_513_nemotron,1.0,1
18499,rer_bge_m3_hybrid_513_nemotron,1.0,1
18500,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18502,rer_bge_m3_hybrid_513_nemotron,0.0,26
18503,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18504,rer_bge_m3_hybrid_513_nemotron,0.0,20
18505,rer_bge_m3_hybrid_513_nemotron,1.0,1
18507,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18508,rer_bge_m3_hybrid_513_nemotron,0.0,25
18510,rer_bge_m3_hybrid_513_nemotron,0.0,11
18512,rer_bge_m3_hybrid_513_nemotron,1.0,1
18513,rer_bge_m3_hybrid_513_nemotron,0.0,6
18514,rer_bge_m3_hybrid_513_nemotron,1.0,1
18515,rer_bge_m3_hybrid_513_nemotron,1.0,1
18517,rer_bge_m3_hybrid_513_nemotron,0.0,29
18518,rer_bge_m3_hybrid_513_nemotron,1.0,1
18519,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18520,rer_bge_m3_hybrid_513_nemotron,1.0,1
18521,rer_bge_m3_hybrid_513_nemotron,1.0,1
18522,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18523,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18525,rer_bge_m3_hybrid_513_nemotron,1.0,1
18526,rer_bge_m3_hybrid_513_nemotron,0.0,6
18528,rer_bge_m3_hybrid_513_nemotron,1.0,1
18529,rer_bge_m3_hybrid_513_nemotron,0.0,34
18530,rer_bge_m3_hybrid_513_nemotron,0.0,20
18531,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18532,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18533,rer_bge_m3_hybrid_513_nemotron,1.0,1
18534,rer_bge_m3_hybrid_513_nemotron,1.0,1
18535,rer_bge_m3_hybrid_513_nemotron,0.0,17
18536,rer_bge_m3_hybrid_513_nemotron,0.25,4
18537,rer_bge_m3_hybrid_513_nemotron,0.5,2
18538,rer_bge_m3_hybrid_513_nemotron,0.0,11
18539,rer_bge_m3_hybrid_513_nemotron,1.0,1
18540,rer_bge_m3_hybrid_513_nemotron,1.0,1
18541,rer_bge_m3_hybrid_513_nemotron,1.0,1
18542,rer_bge_m3_hybrid_513_nemotron,1.0,1
18543,rer_bge_m3_hybrid_513_nemotron,1.0,1
18544,rer_bge_m3_hybrid_513_nemotron,1.0,1
18545,rer_bge_m3_hybrid_513_nemotron,1.0,1
18546,rer_bge_m3_hybrid_513_nemotron,1.0,1
18547,rer_bge_m3_hybrid_513_nemotron,1.0,1
18548,rer_bge_m3_hybrid_513_nemotron,0.0,13
18549,rer_bge_m3_hybrid_513_nemotron,0.0,23
18550,rer_bge_m3_hybrid_513_nemotron,1.0,1
18552,rer_bge_m3_hybrid_513_nemotron,0.5,2
18553,rer_bge_m3_hybrid_513_nemotron,1.0,1
18555,rer_bge_m3_hybrid_513_nemotron,1.0,1
18556,rer_bge_m3_hybrid_513_nemotron,1.0,1
18557,rer_bge_m3_hybrid_513_nemotron,0.0,18
18558,rer_bge_m3_hybrid_513_nemotron,1.0,1
18559,rer_bge_m3_hybrid_513_nemotron,1.0,1
18560,rer_bge_m3_hybrid_513_nemotron,1.0,1
18561,rer_bge_m3_hybrid_513_nemotron,0.5,2
18562,rer_bge_m3_hybrid_513_nemotron,1.0,1
18563,rer_bge_m3_hybrid_513_nemotron,1.0,1
18564,rer_bge_m3_hybrid_513_nemotron,1.0,1
18567,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18568,rer_bge_m3_hybrid_513_nemotron,1.0,1
18569,rer_bge_m3_hybrid_513_nemotron,0.5,2
18570,rer_bge_m3_hybrid_513_nemotron,0.5,2
18571,rer_bge_m3_hybrid_513_nemotron,1.0,1
18572,rer_bge_m3_hybrid_513_nemotron,1.0,1
18573,rer_bge_m3_hybrid_513_nemotron,1.0,1
18574,rer_bge_m3_hybrid_513_nemotron,1.0,1
18575,rer_bge_m3_hybrid_513_nemotron,1.0,1
18576,rer_bge_m3_hybrid_513_nemotron,1.0,1
18578,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18579,rer_bge_m3_hybrid_513_nemotron,1.0,1
18580,rer_bge_m3_hybrid_513_nemotron,1.0,1
18581,rer_bge_m3_hybrid_513_nemotron,1.0,1
18582,rer_bge_m3_hybrid_513_nemotron,1.0,1
18583,rer_bge_m3_hybrid_513_nemotron,0.25,4
18584,rer_bge_m3_hybrid_513_nemotron,1.0,1
18585,rer_bge_m3_hybrid_513_nemotron,1.0,1
18586,rer_bge_m3_hybrid_513_nemotron,1.0,1
18587,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18588,rer_bge_m3_hybrid_513_nemotron,1.0,1
18589,rer_bge_m3_hybrid_513_nemotron,1.0,1
18591,rer_bge_m3_hybrid_513_nemotron,1.0,1
18592,rer_bge_m3_hybrid_513_nemotron,1.0,1
18593,rer_bge_m3_hybrid_513_nemotron,1.0,1
18594,rer_bge_m3_hybrid_513_nemotron,1.0,1
18595,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18596,rer_bge_m3_hybrid_513_nemotron,1.0,1
18597,rer_bge_m3_hybrid_513_nemotron,1.0,1
18598,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18599,rer_bge_m3_hybrid_513_nemotron,1.0,1
18601,rer_bge_m3_hybrid_513_nemotron,1.0,1
18602,rer_bge_m3_hybrid_513_nemotron,1.0,1
18603,rer_bge_m3_hybrid_513_nemotron,1.0,1
18604,rer_bge_m3_hybrid_513_nemotron,0.0,20
18605,rer_bge_m3_hybrid_513_nemotron,1.0,1
18606,rer_bge_m3_hybrid_513_nemotron,1.0,1
18607,rer_bge_m3_hybrid_513_nemotron,1.0,1
18608,rer_bge_m3_hybrid_513_nemotron,1.0,1
18609,rer_bge_m3_hybrid_513_nemotron,1.0,1
18610,rer_bge_m3_hybrid_513_nemotron,0.0,9
18611,rer_bge_m3_hybrid_513_nemotron,1.0,1
18613,rer_bge_m3_hybrid_513_nemotron,1.0,1
18614,rer_bge_m3_hybrid_513_nemotron,1.0,1
18615,rer_bge_m3_hybrid_513_nemotron,1.0,1
18616,rer_bge_m3_hybrid_513_nemotron,1.0,1
18617,rer_bge_m3_hybrid_513_nemotron,1.0,1
18618,rer_bge_m3_hybrid_513_nemotron,1.0,1
18620,rer_bge_m3_hybrid_513_nemotron,0.0,16
18622,rer_bge_m3_hybrid_513_nemotron,1.0,1
18624,rer_bge_m3_hybrid_513_nemotron,0.0,7
18625,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18626,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18627,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18628,rer_bge_m3_hybrid_513_nemotron,1.0,1
18629,rer_bge_m3_hybrid_513_nemotron,1.0,1
18630,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18631,rer_bge_m3_hybrid_513_nemotron,0.0,10
18632,rer_bge_m3_hybrid_513_nemotron,1.0,1
18634,rer_bge_m3_hybrid_513_nemotron,1.0,1
18636,rer_bge_m3_hybrid_513_nemotron,1.0,1
18637,rer_bge_m3_hybrid_513_nemotron,1.0,1
18639,rer_bge_m3_hybrid_513_nemotron,0.25,4
18640,rer_bge_m3_hybrid_513_nemotron,0.5,2
18642,rer_bge_m3_hybrid_513_nemotron,1.0,1
18646,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18647,rer_bge_m3_hybrid_513_nemotron,1.0,1
18648,rer_bge_m3_hybrid_513_nemotron,1.0,1
18649,rer_bge_m3_hybrid_513_nemotron,1.0,1
18650,rer_bge_m3_hybrid_513_nemotron,0.25,4
18651,rer_bge_m3_hybrid_513_nemotron,0.2,5
18652,rer_bge_m3_hybrid_513_nemotron,1.0,1
18653,rer_bge_m3_hybrid_513_nemotron,0.0,24
18654,rer_bge_m3_hybrid_513_nemotron,1.0,1
18656,rer_bge_m3_hybrid_513_nemotron,1.0,1
18657,rer_bge_m3_hybrid_513_nemotron,1.0,1
18658,rer_bge_m3_hybrid_513_nemotron,1.0,1
18659,rer_bge_m3_hybrid_513_nemotron,1.0,1
18660,rer_bge_m3_hybrid_513_nemotron,0.2,5
18662,rer_bge_m3_hybrid_513_nemotron,1.0,1
18663,rer_bge_m3_hybrid_513_nemotron,0.25,4
18664,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18665,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18667,rer_bge_m3_hybrid_513_nemotron,1.0,1
18668,rer_bge_m3_hybrid_513_nemotron,1.0,1
18669,rer_bge_m3_hybrid_513_nemotron,1.0,1
18670,rer_bge_m3_hybrid_513_nemotron,1.0,1
18672,rer_bge_m3_hybrid_513_nemotron,1.0,1
18673,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18677,rer_bge_m3_hybrid_513_nemotron,1.0,1
18680,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18682,rer_bge_m3_hybrid_513_nemotron,1.0,1
18683,rer_bge_m3_hybrid_513_nemotron,1.0,1
18684,rer_bge_m3_hybrid_513_nemotron,1.0,1
18685,rer_bge_m3_hybrid_513_nemotron,0.0,15
18686,rer_bge_m3_hybrid_513_nemotron,1.0,1
18687,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18688,rer_bge_m3_hybrid_513_nemotron,1.0,1
18689,rer_bge_m3_hybrid_513_nemotron,1.0,1
18690,rer_bge_m3_hybrid_513_nemotron,1.0,1
18691,rer_bge_m3_hybrid_513_nemotron,1.0,1
18692,rer_bge_m3_hybrid_513_nemotron,1.0,1
18693,rer_bge_m3_hybrid_513_nemotron,1.0,1
18694,rer_bge_m3_hybrid_513_nemotron,0.5,2
18696,rer_bge_m3_hybrid_513_nemotron,1.0,1
18698,rer_bge_m3_hybrid_513_nemotron,1.0,1
18700,rer_bge_m3_hybrid_513_nemotron,0.0,9
18702,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18703,rer_bge_m3_hybrid_513_nemotron,1.0,1
18704,rer_bge_m3_hybrid_513_nemotron,1.0,1
18705,rer_bge_m3_hybrid_513_nemotron,0.0,7
18706,rer_bge_m3_hybrid_513_nemotron,0.0,12
18709,rer_bge_m3_hybrid_513_nemotron,1.0,1
18710,rer_bge_m3_hybrid_513_nemotron,1.0,1
18712,rer_bge_m3_hybrid_513_nemotron,1.0,1
18713,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18714,rer_bge_m3_hybrid_513_nemotron,1.0,1
18715,rer_bge_m3_hybrid_513_nemotron,1.0,1
18717,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18718,rer_bge_m3_hybrid_513_nemotron,0.0,15
18719,rer_bge_m3_hybrid_513_nemotron,1.0,1
18720,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18721,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18722,rer_bge_m3_hybrid_513_nemotron,1.0,1
18723,rer_bge_m3_hybrid_513_nemotron,0.5,2
18724,rer_bge_m3_hybrid_513_nemotron,1.0,1
18725,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18726,rer_bge_m3_hybrid_513_nemotron,1.0,1
18727,rer_bge_m3_hybrid_513_nemotron,0.25,4
18728,rer_bge_m3_hybrid_513_nemotron,1.0,1
18730,rer_bge_m3_hybrid_513_nemotron,1.0,1
18731,rer_bge_m3_hybrid_513_nemotron,0.5,2
18732,rer_bge_m3_hybrid_513_nemotron,1.0,1
18733,rer_bge_m3_hybrid_513_nemotron,1.0,1
18734,rer_bge_m3_hybrid_513_nemotron,1.0,1
18735,rer_bge_m3_hybrid_513_nemotron,1.0,1
18738,rer_bge_m3_hybrid_513_nemotron,1.0,1
18739,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18740,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18741,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18742,rer_bge_m3_hybrid_513_nemotron,1.0,1
18743,rer_bge_m3_hybrid_513_nemotron,0.0,14
18744,rer_bge_m3_hybrid_513_nemotron,1.0,1
18746,rer_bge_m3_hybrid_513_nemotron,1.0,1
18748,rer_bge_m3_hybrid_513_nemotron,1.0,1
18750,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18751,rer_bge_m3_hybrid_513_nemotron,1.0,1
18752,rer_bge_m3_hybrid_513_nemotron,0.5,2
18753,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18754,rer_bge_m3_hybrid_513_nemotron,1.0,1
18756,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18758,rer_bge_m3_hybrid_513_nemotron,1.0,1
18759,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18760,rer_bge_m3_hybrid_513_nemotron,1.0,1
18761,rer_bge_m3_hybrid_513_nemotron,1.0,1
18762,rer_bge_m3_hybrid_513_nemotron,1.0,1
18764,rer_bge_m3_hybrid_513_nemotron,0.0,17
18765,rer_bge_m3_hybrid_513_nemotron,1.0,1
18766,rer_bge_m3_hybrid_513_nemotron,1.0,1
18767,rer_bge_m3_hybrid_513_nemotron,1.0,1
18769,rer_bge_m3_hybrid_513_nemotron,1.0,1
18770,rer_bge_m3_hybrid_513_nemotron,1.0,1
18771,rer_bge_m3_hybrid_513_nemotron,0.25,4
18772,rer_bge_m3_hybrid_513_nemotron,1.0,1
18774,rer_bge_m3_hybrid_513_nemotron,1.0,1
18775,rer_bge_m3_hybrid_513_nemotron,1.0,1
18776,rer_bge_m3_hybrid_513_nemotron,0.5,2
18777,rer_bge_m3_hybrid_513_nemotron,1.0,1
18778,rer_bge_m3_hybrid_513_nemotron,1.0,1
18779,rer_bge_m3_hybrid_513_nemotron,0.0,15
18780,rer_bge_m3_hybrid_513_nemotron,0.5,2
18781,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18782,rer_bge_m3_hybrid_513_nemotron,1.0,1
18783,rer_bge_m3_hybrid_513_nemotron,1.0,1
18784,rer_bge_m3_hybrid_513_nemotron,1.0,1
18785,rer_bge_m3_hybrid_513_nemotron,1.0,1
18786,rer_bge_m3_hybrid_513_nemotron,1.0,1
18787,rer_bge_m3_hybrid_513_nemotron,1.0,1
18788,rer_bge_m3_hybrid_513_nemotron,0.0,9
18789,rer_bge_m3_hybrid_513_nemotron,1.0,1
18790,rer_bge_m3_hybrid_513_nemotron,1.0,1
18791,rer_bge_m3_hybrid_513_nemotron,1.0,1
18792,rer_bge_m3_hybrid_513_nemotron,0.2,5
18793,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18794,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18795,rer_bge_m3_hybrid_513_nemotron,1.0,1
18796,rer_bge_m3_hybrid_513_nemotron,1.0,1
18798,rer_bge_m3_hybrid_513_nemotron,0.5,2
18799,rer_bge_m3_hybrid_513_nemotron,1.0,1
18800,rer_bge_m3_hybrid_513_nemotron,1.0,1
18802,rer_bge_m3_hybrid_513_nemotron,1.0,1
18803,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18804,rer_bge_m3_hybrid_513_nemotron,1.0,1
18805,rer_bge_m3_hybrid_513_nemotron,1.0,1
18806,rer_bge_m3_hybrid_513_nemotron,0.3333333333333333,3
18807,rer_bge_m3_hybrid_513_nemotron,0.5,2
18808,rer_bge_m3_hybrid_513_nemotron,1.0,1
18809,rer_bge_m3_hybrid_513_nemotron,1.0,1
18810,rer_bge_m3_hybrid_513_nemotron,1.0,1
18811,rer_bge_m3_hybrid_513_nemotron,1.0,1
18813,rer_bge_m3_hybrid_513_nemotron,1.0,1
18814,rer_bge_m3_hybrid_513_nemotron,1.0,1
18816,rer_bge_m3_hybrid_513_nemotron,1.0,1
18817,rer_bge_m3_hybrid_513_nemotron,1.0,1
18818,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18819,rer_bge_m3_hybrid_513_nemotron,1.0,1
18820,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18821,rer_bge_m3_hybrid_513_nemotron,1.0,1
18822,rer_bge_m3_hybrid_513_nemotron,1.0,1
18823,rer_bge_m3_hybrid_513_nemotron,0.0,11
18824,rer_bge_m3_hybrid_513_nemotron,1.0,1
18825,rer_bge_m3_hybrid_513_nemotron,0.5,2
18826,rer_bge_m3_hybrid_513_nemotron,0.2,5
18827,rer_bge_m3_hybrid_513_nemotron,1.0,1
18828,rer_bge_m3_hybrid_513_nemotron,1.0,1
18829,rer_bge_m3_hybrid_513_nemotron,1.0,1
18830,rer_bge_m3_hybrid_513_nemotron,0.0,15
18831,rer_bge_m3_hybrid_513_nemotron,1.0,1
18832,rer_bge_m3_hybrid_513_nemotron,0.5,2
18833,rer_bge_m3_hybrid_513_nemotron,1.0,1
18834,rer_bge_m3_hybrid_513_nemotron,1.0,1
18836,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18837,rer_bge_m3_hybrid_513_nemotron,0.25,4
18839,rer_bge_m3_hybrid_513_nemotron,1.0,1
18840,rer_bge_m3_hybrid_513_nemotron,1.0,1
18841,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18842,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18843,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18844,rer_bge_m3_hybrid_513_nemotron,1.0,1
18845,rer_bge_m3_hybrid_513_nemotron,1.0,1
18846,rer_bge_m3_hybrid_513_nemotron,1.0,1
18847,rer_bge_m3_hybrid_513_nemotron,1.0,1
18848,rer_bge_m3_hybrid_513_nemotron,0.0,9
18849,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18850,rer_bge_m3_hybrid_513_nemotron,0.0,7
18851,rer_bge_m3_hybrid_513_nemotron,1.0,1
18853,rer_bge_m3_hybrid_513_nemotron,1.0,1
18854,rer_bge_m3_hybrid_513_nemotron,1.0,1
18855,rer_bge_m3_hybrid_513_nemotron,1.0,1
18856,rer_bge_m3_hybrid_513_nemotron,1.0,1
18857,rer_bge_m3_hybrid_513_nemotron,1.0,1
18859,rer_bge_m3_hybrid_513_nemotron,1.0,1
18862,rer_bge_m3_hybrid_513_nemotron,1.0,1
18863,rer_bge_m3_hybrid_513_nemotron,1.0,1
18864,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18865,rer_bge_m3_hybrid_513_nemotron,0.5,2
18866,rer_bge_m3_hybrid_513_nemotron,1.0,1
18868,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18869,rer_bge_m3_hybrid_513_nemotron,1.0,1
18870,rer_bge_m3_hybrid_513_nemotron,1.0,1
18872,rer_bge_m3_hybrid_513_nemotron,0.0,13
18873,rer_bge_m3_hybrid_513_nemotron,0.5,2
18874,rer_bge_m3_hybrid_513_nemotron,1.0,1
18875,rer_bge_m3_hybrid_513_nemotron,1.0,1
18876,rer_bge_m3_hybrid_513_nemotron,0.0,-1
18877,rer_bge_m3_hybrid_513_nemotron,1.0,1
18878,rer_bge_m3_hybrid_513_nemotron,1.0,1
18879,rer_bge_m3_hybrid_513_nemotron,0.0,15
18880,rer_bge_m3_hybrid_513_nemotron,1.0,1
18881,rer_bge_m3_hybrid_513_nemotron,0.5,2
0,rer_bge_m3_hybrid_513_nemotron_tk500,0.5,2
1,rer_bge_m3_hybrid_513_nemotron_tk500,0.0,29
2,rer_bge_m3_hybrid_513_nemotron_tk500,1.0,1
5,rer_bge_m3_hybrid_513_nemotron_tk500,1.0,1
